geolocation_zip_code_prefix,geolocation_lat,geolocation_lng,geolocation_city,geolocation_state
34663,-23.815392,-45.614603,Belo Horizonte,SP
78010,-25.155963,-44.991283,Sao Paulo,SP
11264,-3.296579,-61.994294,Sao Paulo,AM
37471,-25.760255,-48.797913,Curitiba,SC
53497,-23.982632,-46.420348,Rio de Janeiro,SP
59318,-10.984888,-40.175246,Rio de Janeiro,BA
11767,-6.851764,-35.555683,Rio de Janeiro,PE
72925,-24.864636,-45.497007,Curitiba,SP
20638,-23.447078,-48.101627,Belo Horizonte,PR
28301,-29.334831,-50.011256,Sao Paulo,RS
35076,-21.615564,-40.232185,Belo Horizonte,ES
36300,-2.241444,-47.859925,Belo Horizonte,PA
25590,-5.181646,-37.503846,Sao Paulo,CE
48219,-16.737775,-48.808324,Curitiba,GO
97063,-2.488281,-45.586166,Sao Paulo,MA
31470,-7.445229,-34.312735,Curitiba,PE
59305,-18.498346,-44.503951,Sao Paulo,MG
42751,-30.812147,-50.991719,Belo Horizonte,RS
17467,-3.537779,-44.980634,Curitiba,MA
42196,-31.207072,-50.106244,Belo Horizonte,RS
60388,-18.592169,-43.706235,Sao Paulo,MG
10131,-2.855867,-37.544098,Curitiba,CE
87777,-15.423457,-48.531046,Rio de Janeiro,GO
57802,-11.525539,-36.983522,Curitiba,BA
55358,-26.835419,-46.588169,Curitiba,SC
56488,-15.921216,-49.49504,Sao Paulo,GO
72971,-1.692809,-43.423629,Curitiba,MA
77963,-13.49249,-36.850841,Belo Horizonte,BA
47853,-16.902588,-46.72315,Rio de Janeiro,DF
94695,-26.355126,-46.672885,Rio de Janeiro,SC
56834,-26.850793,-49.780252,Rio de Janeiro,SC
38906,-6.48961,-36.171999,Curitiba,PE
34268,-7.819306,-36.26056,Curitiba,PE
12434,-2.292229,-39.762812,Sao Paulo,CE
41042,-16.398587,-50.323523,Curitiba,GO
88507,-29.88399,-51.142976,Curitiba,RS
43960,-16.369372,-49.273171,Sao Paulo,DF
24562,-19.659993,-42.877815,Belo Horizonte,MG
52979,-21.225861,-42.2582,Curitiba,MG
44799,-8.917836,-33.491652,Sao Paulo,PE
35376,-28.827573,-53.17108,Sao Paulo,RS
59776,-3.227482,-43.491869,Sao Paulo,MA
57688,-2.730317,-59.877933,Sao Paulo,AM
72124,-8.969794,-32.976153,Sao Paulo,PE
63256,-27.452241,-48.442632,Curitiba,SC
17136,-3.808798,-39.083911,Curitiba,CE
33050,-2.355911,-45.679838,Curitiba,MA
63282,-29.763067,-52.946478,Rio de Janeiro,RS
43356,-16.859387,-48.917508,Curitiba,DF
77300,-21.921985,-48.022193,Curitiba,SP
30455,-25.932325,-47.45708,Rio de Janeiro,PR
75383,-3.299926,-42.681087,Belo Horizonte,MA
79789,0.242505,-50.239527,Rio de Janeiro,PA
79508,-2.237664,-38.458974,Rio de Janeiro,CE
13398,-21.933503,-48.325864,Belo Horizonte,SP
80288,-21.678091,-44.27822,Sao Paulo,MG
45133,-28.743137,-52.956201,Rio de Janeiro,RS
79732,-8.132024,-34.198222,Sao Paulo,PE
59837,-15.883325,-49.288719,Sao Paulo,DF
69852,-3.832197,-60.876627,Belo Horizonte,AM
47277,-27.251214,-50.278981,Curitiba,PR
83061,-1.511067,-44.014836,Curitiba,MA
97795,-27.299714,-49.577472,Sao Paulo,SC
16114,-17.374166,-48.63291,Rio de Janeiro,GO
64546,-2.506391,-46.878792,Belo Horizonte,PA
53023,-7.009183,-36.788792,Belo Horizonte,PE
35845,-7.249675,-36.670919,Curitiba,PE
43931,-9.97681,-33.963285,Sao Paulo,PE
66058,-4.014029,-38.375469,Curitiba,CE
48273,-20.256026,-44.316038,Sao Paulo,MG
28146,-26.314999,-47.461745,Sao Paulo,PR
28817,-31.820547,-50.63828,Sao Paulo,RS
30905,-3.264238,-59.898846,Rio de Janeiro,AM
96094,-31.523519,-52.792097,Rio de Janeiro,RS
83020,-4.172265,-45.710254,Curitiba,MA
93382,-24.057066,-50.908016,Curitiba,PR
10912,-2.478593,-47.53679,Curitiba,PA
34765,-11.44504,-40.347066,Rio de Janeiro,BA
89626,-15.421672,-48.537381,Belo Horizonte,GO
63841,-4.887772,-39.740241,Belo Horizonte,CE
78258,-29.034274,-51.238994,Curitiba,RS
57059,-3.205781,-58.497109,Curitiba,AM
72870,-19.280517,-41.804436,Curitiba,ES
62605,-13.060677,-40.267528,Belo Horizonte,BA
45833,-22.102475,-46.627627,Belo Horizonte,SP
40000,-4.629134,-59.294506,Curitiba,AM
40507,-23.904849,-47.12388,Belo Horizonte,SP
82150,-18.554771,-50.522624,Curitiba,GO
53532,-18.745251,-42.016028,Rio de Janeiro,ES
76993,0.144405,-48.04634,Belo Horizonte,PA
82435,-26.831157,-48.483222,Belo Horizonte,PR
10900,-26.693551,-50.555853,Sao Paulo,PR
96784,-22.96788,-44.700336,Curitiba,SP
85702,-13.426784,-40.039461,Belo Horizonte,BA
16307,-18.582384,-41.575004,Curitiba,ES
75373,-6.110121,-34.793443,Rio de Janeiro,PE
97252,-6.476821,-35.898395,Curitiba,PE
73932,-11.82687,-37.128761,Belo Horizonte,BA
37434,-28.992548,-49.464265,Curitiba,SC
68329,-17.015876,-46.541068,Belo Horizonte,DF
69102,-26.250303,-48.780576,Sao Paulo,SC
51721,-19.034556,-38.606911,Belo Horizonte,ES
84071,-2.748926,-39.990049,Curitiba,CE
21765,-28.754135,-53.170899,Rio de Janeiro,RS
96941,-21.420536,-40.873634,Rio de Janeiro,ES
47984,-24.729655,-44.978449,Rio de Janeiro,RJ
39965,-17.54432,-46.765391,Belo Horizonte,DF
87773,-24.50374,-43.312744,Rio de Janeiro,RJ
66341,-14.752374,-46.252203,Sao Paulo,DF
84581,-12.011861,-38.101066,Curitiba,BA
32535,-13.918078,-37.562182,Belo Horizonte,BA
26463,-4.951496,-58.774792,Curitiba,AM
21299,-17.193158,-47.553598,Rio de Janeiro,DF
34045,-14.40345,-46.393423,Curitiba,DF
75591,-3.586685,-39.099897,Belo Horizonte,CE
70216,-19.417686,-38.687978,Curitiba,ES
30562,-17.581486,-48.314587,Curitiba,DF
80233,-13.603744,-38.353955,Sao Paulo,BA
14489,-20.676161,-42.076389,Belo Horizonte,ES
60084,-24.399994,-45.167748,Sao Paulo,RJ
63148,-22.102408,-45.29533,Sao Paulo,SP
62812,-12.556449,-39.288652,Rio de Janeiro,BA
84723,-27.730127,-47.895335,Sao Paulo,SC
54050,-6.989881,-35.586111,Curitiba,PE
78051,-24.157137,-44.950657,Rio de Janeiro,SP
73457,-26.505276,-48.646064,Sao Paulo,PR
79408,-14.071022,-47.318323,Sao Paulo,DF
88726,-13.778971,-39.337195,Belo Horizonte,BA
49193,-22.949108,-47.365173,Rio de Janeiro,SP
20029,-15.683417,-47.371788,Curitiba,GO
59250,-1.428713,-43.252072,Rio de Janeiro,MA
74182,-13.911655,-37.692025,Sao Paulo,BA
42264,-19.334615,-38.945558,Belo Horizonte,ES
11216,-18.814195,-44.432933,Belo Horizonte,MG
54836,-13.253494,-36.77178,Belo Horizonte,BA
54057,-8.490435,-35.096026,Belo Horizonte,PE
52193,-14.740732,-37.547926,Belo Horizonte,BA
52904,-16.426718,-49.40093,Rio de Janeiro,DF
64379,0.269985,-48.614069,Rio de Janeiro,PA
70615,-24.516123,-47.455283,Rio de Janeiro,SP
99094,-18.661474,-40.11486,Curitiba,ES
35967,-3.485509,-40.156493,Belo Horizonte,CE
32165,-30.790688,-50.808958,Curitiba,RS
80975,-14.405344,-38.17294,Rio de Janeiro,BA
63549,-18.071808,-49.242063,Rio de Janeiro,GO
28226,-8.303773,-35.843007,Sao Paulo,PE
92521,-13.335563,-37.553971,Belo Horizonte,BA
20934,-8.805008,-35.276197,Curitiba,PE
39628,-7.600974,-33.634452,Curitiba,PE
93478,-3.795127,-61.277292,Sao Paulo,AM
27410,-1.189593,-61.947348,Rio de Janeiro,AM
85563,-7.662219,-35.291882,Rio de Janeiro,PE
34706,-25.524502,-46.755789,Sao Paulo,SP
79309,-7.59051,-33.635833,Sao Paulo,PE
56925,-26.089959,-47.602019,Belo Horizonte,PR
72507,-13.842244,-47.503916,Curitiba,DF
38033,-22.578609,-46.731541,Belo Horizonte,SP
48113,-16.017577,-49.087582,Rio de Janeiro,GO
42481,-16.22834,-47.580966,Curitiba,DF
49824,-1.886385,-49.702381,Belo Horizonte,PA
91266,-14.120779,-48.307671,Curitiba,DF
92209,-31.813868,-49.433844,Sao Paulo,RS
40636,-31.453187,-52.088501,Curitiba,RS
59782,-22.563494,-45.469581,Rio de Janeiro,SP
45294,-18.425094,-41.236891,Curitiba,ES
80801,-25.615259,-47.183936,Sao Paulo,SC
95091,-27.404376,-48.278326,Rio de Janeiro,PR
96797,-7.891712,-33.976707,Belo Horizonte,PE
97293,-4.679207,-40.340069,Rio de Janeiro,CE
83151,-18.954955,-39.667869,Curitiba,ES
45270,-24.923986,-49.070119,Curitiba,PR
89523,-19.981728,-40.536382,Curitiba,ES
43696,-15.278114,-48.700973,Belo Horizonte,DF
91405,-2.16627,-37.022041,Rio de Janeiro,CE
84470,-14.303603,-39.37759,Sao Paulo,BA
66993,-7.311495,-35.75759,Belo Horizonte,PE
66038,-4.785784,-60.370152,Sao Paulo,AM
15684,-29.423195,-47.013042,Rio de Janeiro,SC
49016,-28.853914,-50.847757,Curitiba,RS
12959,-17.200346,-50.751745,Belo Horizonte,GO
74525,-25.066514,-46.356164,Sao Paulo,SP
74943,-11.38577,-39.930186,Rio de Janeiro,BA
13354,-14.07716,-46.271004,Belo Horizonte,DF
98483,-0.956612,-45.396997,Sao Paulo,MA
40115,-18.660774,-40.426235,Sao Paulo,ES
91630,-4.002432,-38.033487,Sao Paulo,CE
20959,-18.593133,-40.462532,Rio de Janeiro,ES
26533,-18.328401,-42.026641,Curitiba,ES
82168,-29.596634,-49.412232,Curitiba,RS
78036,-22.330787,-47.614631,Sao Paulo,SP
65090,-16.041314,-49.624192,Rio de Janeiro,DF
74199,-18.014599,-43.337024,Rio de Janeiro,MG
48178,-8.14639,-36.735493,Sao Paulo,PE
11275,-16.042638,-50.611168,Belo Horizonte,GO
83865,-17.450775,-49.830765,Curitiba,DF
35644,-18.614797,-39.618515,Curitiba,ES
66764,-4.461652,-40.274597,Curitiba,CE
94489,-14.379521,-47.049983,Rio de Janeiro,DF
47582,-15.252939,-46.925795,Belo Horizonte,DF
48678,-18.503932,-41.821179,Belo Horizonte,ES
52090,-23.412345,-44.98191,Belo Horizonte,RJ
92662,-20.895161,-44.801923,Belo Horizonte,MG
94896,-18.529993,-43.503683,Rio de Janeiro,MG
76577,-14.544117,-38.751258,Rio de Janeiro,BA
54311,-16.779379,-50.121127,Rio de Janeiro,GO
32778,-25.874373,-48.194912,Curitiba,SC
18499,-4.344414,-36.629712,Belo Horizonte,CE
70065,-2.149158,-58.493699,Belo Horizonte,AM
24026,-24.319979,-49.55874,Belo Horizonte,PR
10293,-3.124504,-48.397491,Belo Horizonte,PA
52882,-20.649944,-45.772096,Curitiba,MG
73309,-24.335767,-44.91628,Curitiba,SP
39751,-24.412928,-43.096049,Curitiba,RJ
27605,-21.394843,-45.195971,Rio de Janeiro,MG
37242,-23.749304,-45.480104,Rio de Janeiro,SP
82301,-0.538108,-45.894646,Sao Paulo,MA
60127,-21.204349,-43.995024,Belo Horizonte,MG
55456,-30.565485,-50.895737,Sao Paulo,RS
56010,-2.654795,-60.723122,Rio de Janeiro,AM
72555,-6.448599,-35.615108,Curitiba,PE
61475,-9.632637,-35.595734,Belo Horizonte,PE
46455,-13.5245,-38.584692,Sao Paulo,BA
66657,-19.120416,-38.425874,Rio de Janeiro,ES
47920,-5.596544,-37.751262,Sao Paulo,CE
16509,-31.497411,-49.459239,Sao Paulo,RS
92702,-23.585049,-49.727513,Rio de Janeiro,PR
30398,-3.751352,-45.725049,Rio de Janeiro,MA
44646,-7.792013,-35.671636,Belo Horizonte,PE
56814,-20.71182,-43.395729,Rio de Janeiro,MG
33405,-29.470266,-49.415919,Sao Paulo,RS
13083,-26.54013,-51.210376,Belo Horizonte,PR
37970,-9.517313,-35.282552,Rio de Janeiro,PE
92627,-12.406191,-37.564558,Curitiba,BA
50561,-3.425782,-50.277908,Curitiba,PA
23725,-19.17507,-45.547245,Rio de Janeiro,MG
61411,-16.534202,-49.925734,Rio de Janeiro,DF
64372,-9.813873,-33.773016,Curitiba,PE
94675,-19.177434,-38.466425,Rio de Janeiro,ES
89259,-17.04923,-46.393803,Belo Horizonte,DF
92405,-9.171329,-35.054495,Curitiba,PE
71821,-29.252247,-51.653596,Curitiba,RS
15855,-31.255505,-51.632248,Belo Horizonte,RS
79002,-14.122922,-39.94286,Curitiba,BA
18532,-18.465897,-39.273222,Curitiba,ES
93555,-4.643345,-61.792343,Belo Horizonte,AM
61011,-19.733062,-43.030971,Belo Horizonte,MG
17063,-1.771332,-48.321881,Sao Paulo,PA
65197,-6.923429,-33.680988,Rio de Janeiro,PE
74582,-11.6878,-36.888487,Rio de Janeiro,BA
52828,-27.39666,-46.581025,Curitiba,SC
17351,-29.936949,-50.922864,Curitiba,RS
79016,-20.573426,-44.11983,Belo Horizonte,MG
33753,-23.998747,-41.612465,Curitiba,RJ
57548,-20.232035,-43.134547,Rio de Janeiro,MG
74472,-7.384371,-34.778619,Belo Horizonte,PE
16661,-15.038042,-48.474134,Belo Horizonte,GO
75922,-1.153413,-46.802233,Belo Horizonte,PA
56316,-25.900778,-49.061101,Sao Paulo,SC
73114,-19.664233,-42.651454,Rio de Janeiro,MG
37815,-2.087684,-59.985268,Sao Paulo,AM
24756,-18.591729,-40.720155,Curitiba,ES
86526,-4.4957,-42.538228,Sao Paulo,MA
79447,-21.965908,-39.064798,Curitiba,ES
34582,-22.321851,-46.443075,Curitiba,SP
75801,-18.364121,-40.191096,Rio de Janeiro,ES
42563,-7.797519,-36.191716,Rio de Janeiro,PE
50064,-14.478337,-39.075849,Belo Horizonte,BA
93647,-26.383469,-48.583112,Sao Paulo,SC
65240,-11.665779,-39.398391,Sao Paulo,BA
59112,-26.614569,-49.883423,Curitiba,PR
43509,-22.199527,-45.812939,Belo Horizonte,SP
56700,-22.738814,-46.036913,Rio de Janeiro,SP
66467,-23.82495,-41.667514,Rio de Janeiro,RJ
80382,-13.155858,-39.499607,Sao Paulo,BA
80015,-4.145392,-42.354796,Rio de Janeiro,MA
40721,-13.357361,-37.701651,Belo Horizonte,BA
39923,-14.062263,-49.805659,Belo Horizonte,DF
84067,-11.385796,-36.870961,Belo Horizonte,BA
94255,-4.223888,-60.696431,Sao Paulo,AM
28712,-0.996297,-44.316495,Rio de Janeiro,MA
27695,-19.011307,-42.314134,Curitiba,ES
99481,-20.402594,-40.219776,Sao Paulo,ES
25568,-29.509548,-51.619857,Belo Horizonte,RS
41288,-17.713868,-47.908145,Curitiba,DF
46815,-25.196889,-49.831242,Sao Paulo,PR
11711,-23.806668,-50.090347,Belo Horizonte,PR
23690,-9.873893,-33.465043,Rio de Janeiro,PE
81620,-10.995043,-37.241535,Belo Horizonte,BA
28890,-31.178518,-52.495396,Rio de Janeiro,RS
87716,-4.182002,-42.782021,Sao Paulo,MA
91000,-22.577171,-44.888317,Sao Paulo,SP
16033,-16.049597,-51.079856,Rio de Janeiro,GO
54417,-3.262864,-43.874483,Curitiba,MA
50536,-27.601945,-50.199768,Rio de Janeiro,SC
43546,-14.848607,-39.355832,Sao Paulo,BA
81988,-15.940033,-47.469561,Curitiba,GO
10339,-19.298537,-45.822852,Sao Paulo,MG
76823,-18.554253,-45.694234,Sao Paulo,MG
82431,-22.013981,-43.384204,Sao Paulo,RJ
90970,-28.58134,-47.93791,Belo Horizonte,SC
60954,-15.86997,-49.201393,Belo Horizonte,GO
33733,-11.779387,-39.557092,Sao Paulo,BA
24515,-26.083036,-48.683875,Curitiba,PR
35452,-2.627288,-45.980989,Rio de Janeiro,MA
75477,-14.470385,-37.398129,Rio de Janeiro,BA
24611,-1.575651,-43.052029,Rio de Janeiro,MA
20980,-14.500005,-39.196781,Belo Horizonte,BA
43742,-22.437633,-47.512316,Curitiba,SP
86786,-22.222078,-39.177478,Rio de Janeiro,ES
34461,-16.380724,-47.891599,Belo Horizonte,DF
66727,-18.424487,-50.085778,Rio de Janeiro,GO
33067,-18.599895,-45.500954,Rio de Janeiro,MG
72867,-7.269959,-35.420686,Sao Paulo,PE
60351,-17.204396,-50.589544,Rio de Janeiro,GO
89828,-3.393631,-48.633807,Curitiba,PA
15218,-13.846061,-46.592527,Curitiba,DF
16298,-23.670885,-46.198416,Sao Paulo,SP
93031,-22.327264,-41.675276,Rio de Janeiro,RJ
28737,-1.117615,-46.790739,Rio de Janeiro,PA
61374,-24.665017,-50.567191,Belo Horizonte,PR
95871,-2.43132,-45.196693,Belo Horizonte,MA
43641,-0.89104,-49.073261,Rio de Janeiro,PA
46652,-21.38505,-43.181124,Belo Horizonte,RJ
24767,-20.803072,-39.765983,Rio de Janeiro,ES
18093,-26.846017,-46.846096,Curitiba,SC
60190,-21.383368,-45.823081,Sao Paulo,MG
45344,-19.649839,-42.171956,Rio de Janeiro,MG
16109,-26.749184,-48.606177,Curitiba,SC
42651,-27.1545,-47.456849,Curitiba,PR
59776,-27.436081,-49.9141,Curitiba,SC
20348,-13.939269,-49.883433,Rio de Janeiro,DF
64926,-28.3761,-51.521639,Belo Horizonte,RS
93822,0.230851,-49.903908,Sao Paulo,PA
85336,-3.213516,-38.252799,Sao Paulo,CE
59569,-2.164689,-49.280787,Rio de Janeiro,PA
91481,-28.559527,-48.756593,Sao Paulo,SC
85237,-27.546978,-49.737647,Curitiba,SC
95105,-29.529793,-53.120451,Belo Horizonte,RS
10397,-12.410937,-36.637648,Sao Paulo,BA
75147,-21.292316,-42.000618,Sao Paulo,RJ
82951,-21.567576,-40.971943,Rio de Janeiro,ES
63548,-13.138033,-39.730763,Curitiba,BA
40332,-2.902997,-60.04244,Sao Paulo,AM
29636,-2.164407,-43.304385,Rio de Janeiro,MA
15067,-1.719866,-49.100806,Rio de Janeiro,PA
81449,-3.072064,-58.295207,Rio de Janeiro,AM
96630,-22.899693,-41.612238,Sao Paulo,RJ
57983,-14.474603,-37.384719,Belo Horizonte,BA
73843,-24.452133,-47.572909,Belo Horizonte,SP
94876,-6.065662,-36.416768,Belo Horizonte,PE
96707,-26.303621,-50.18976,Sao Paulo,PR
38981,-29.523207,-48.559365,Sao Paulo,SC
26610,-4.774526,-37.056533,Curitiba,CE
88528,-5.520974,-38.918542,Belo Horizonte,CE
40215,-15.165892,-47.042722,Curitiba,DF
22371,-6.992168,-33.282646,Sao Paulo,PE
67153,-1.946535,-37.772641,Rio de Janeiro,CE
64471,-29.373812,-51.097463,Rio de Janeiro,RS
61206,-8.31115,-32.98743,Belo Horizonte,PE
60400,-3.076671,-38.101904,Belo Horizonte,CE
91973,-26.251651,-49.745357,Curitiba,PR
97892,-30.998922,-51.25812,Sao Paulo,RS
29738,-30.560327,-49.718969,Sao Paulo,RS
39392,-15.769919,-45.979502,Rio de Janeiro,DF
31909,-14.695437,-49.411757,Rio de Janeiro,DF
39099,-28.78588,-46.839938,Belo Horizonte,SC
30331,-18.073954,-45.920829,Belo Horizonte,MG
64695,-3.898141,-39.514189,Sao Paulo,CE
39258,-2.350942,-48.498216,Sao Paulo,PA
14861,-15.509411,-49.675761,Belo Horizonte,DF
38750,-22.91763,-47.009406,Curitiba,SP
70478,-9.842857,-36.372522,Sao Paulo,PE
48087,-31.826979,-51.83746,Sao Paulo,RS
26988,-19.287028,-43.516613,Curitiba,MG
42213,-20.28693,-39.709065,Rio de Janeiro,ES
77532,-26.101519,-49.534984,Curitiba,SC
46450,-6.21745,-33.028299,Rio de Janeiro,PE
10745,-22.807469,-42.333442,Belo Horizonte,RJ
40377,-19.509478,-39.661064,Belo Horizonte,ES
24974,-22.228094,-39.416054,Rio de Janeiro,ES
91314,-22.641472,-46.259297,Rio de Janeiro,SP
94603,-4.517573,-45.31732,Curitiba,MA
67430,-25.216579,-46.715333,Belo Horizonte,SP
42957,-27.081255,-49.621194,Curitiba,PR
98860,-24.630095,-46.908939,Belo Horizonte,SP
68019,-8.290653,-35.157963,Sao Paulo,PE
50104,-8.36755,-35.477336,Sao Paulo,PE
16915,-15.446697,-50.160342,Sao Paulo,GO
70909,-16.107819,-46.043284,Rio de Janeiro,DF
84203,-26.882272,-47.842791,Belo Horizonte,SC
80239,-2.787024,-49.890701,Belo Horizonte,PA
65850,-31.971392,-49.965283,Rio de Janeiro,RS
94269,-21.919864,-41.234205,Belo Horizonte,RJ
96333,-1.106598,-46.679592,Rio de Janeiro,PA
45558,-20.769818,-41.448518,Rio de Janeiro,ES
61896,-22.424937,-47.289669,Curitiba,SP
13725,-1.749815,-39.929167,Sao Paulo,CE
90545,-5.045533,-59.45324,Rio de Janeiro,AM
47996,-20.582379,-44.548009,Curitiba,MG
89023,-19.168375,-42.865503,Rio de Janeiro,MG
15728,-13.342821,-39.95266,Rio de Janeiro,BA
52634,-1.840428,-49.267752,Sao Paulo,PA
48968,-0.383701,-49.139009,Rio de Janeiro,PA
68521,-21.216618,-39.298464,Rio de Janeiro,ES
88123,0.493431,-49.375308,Sao Paulo,PA
93825,-22.641056,-41.593605,Sao Paulo,RJ
25833,-13.967953,-46.275873,Sao Paulo,DF
33966,-11.227884,-39.851597,Sao Paulo,BA
65663,-2.979477,-44.682408,Curitiba,MA
76090,-29.285103,-52.94129,Belo Horizonte,RS
30851,-24.559312,-45.054033,Rio de Janeiro,SP
44244,-15.457608,-49.760501,Belo Horizonte,GO
19697,-30.212027,-51.342528,Sao Paulo,RS
70879,-29.198497,-50.787095,Rio de Janeiro,RS
90786,-1.705476,-49.175217,Sao Paulo,PA
59247,-1.660581,-45.867118,Curitiba,MA
88859,-20.75676,-45.318907,Curitiba,MG
77304,-18.094167,-50.119696,Belo Horizonte,GO
73294,-18.566011,-42.011282,Rio de Janeiro,ES
68396,-2.534947,-42.617264,Sao Paulo,MA
69740,-23.311191,-47.423935,Curitiba,SP
39330,-28.704137,-49.262316,Sao Paulo,SC
18411,-4.517545,-60.89963,Sao Paulo,AM
76529,-1.857419,-59.404201,Belo Horizonte,AM
33766,-21.829741,-41.162129,Curitiba,ES
16556,-23.267152,-47.908166,Curitiba,SP
88238,-16.862014,-47.490276,Sao Paulo,DF
50902,-2.572362,-37.275241,Belo Horizonte,CE
37000,-23.346617,-47.448153,Belo Horizonte,SP
23467,-18.794928,-39.207695,Sao Paulo,ES
17284,-1.639322,-58.485429,Belo Horizonte,AM
49350,-3.264467,-38.199596,Belo Horizonte,CE
85972,-1.574679,-60.942716,Rio de Janeiro,AM
78868,-24.21864,-43.52783,Sao Paulo,RJ
89877,-4.765051,-60.067575,Belo Horizonte,AM
72107,-21.440409,-40.696969,Sao Paulo,ES
42216,-21.319381,-42.337961,Rio de Janeiro,ES
98617,-14.069255,-46.753294,Rio de Janeiro,DF
27078,-7.713672,-36.828116,Sao Paulo,PE
66618,-18.907588,-39.349334,Curitiba,ES
67746,-27.984757,-48.553811,Belo Horizonte,SC
33052,-6.908135,-34.26439,Sao Paulo,PE
26272,-21.93605,-46.365589,Sao Paulo,SP
87177,-3.397791,-37.32086,Belo Horizonte,CE
52539,-3.702438,-45.471332,Belo Horizonte,MA
16634,-24.34002,-44.553785,Belo Horizonte,RJ
17809,-1.574364,-44.608048,Sao Paulo,MA
25481,-13.082613,-38.714791,Rio de Janeiro,BA
76611,-16.807878,-46.071468,Belo Horizonte,DF
53820,-3.706887,-39.003452,Belo Horizonte,CE
61272,-18.914126,-42.852085,Rio de Janeiro,MG
45256,-11.032741,-38.655167,Curitiba,BA
75429,-3.05561,-47.427585,Rio de Janeiro,PA
88949,-1.704858,-46.081884,Sao Paulo,MA
10384,-19.635879,-45.384937,Belo Horizonte,MG
57183,-11.028461,-37.249016,Belo Horizonte,BA
19185,-4.001858,-45.909317,Sao Paulo,MA
70698,-13.841881,-39.477486,Sao Paulo,BA
70622,-2.786173,-46.256226,Sao Paulo,MA
67955,-12.302169,-38.547779,Curitiba,BA
35544,-27.210704,-51.115926,Curitiba,PR
33515,-21.63732,-41.032127,Rio de Janeiro,ES
76349,-24.656591,-43.866761,Belo Horizonte,RJ
37065,-11.369902,-38.433614,Curitiba,BA
49018,-25.507445,-46.041266,Sao Paulo,SP
20995,-0.866995,-45.600539,Sao Paulo,MA
57643,-8.208969,-35.498679,Curitiba,PE
21698,-27.239031,-50.262208,Rio de Janeiro,PR
14093,-28.236057,-47.188551,Rio de Janeiro,SC
17333,-16.967775,-47.25416,Belo Horizonte,DF
69715,-30.020752,-53.193694,Rio de Janeiro,RS
32645,-19.292179,-42.605369,Rio de Janeiro,MG
47443,-30.247579,-52.474235,Sao Paulo,RS
42078,-26.527488,-50.47377,Sao Paulo,SC
33485,-19.895037,-45.774454,Sao Paulo,MG
50735,-23.929991,-47.3313,Curitiba,PR
78574,-25.634675,-49.931055,Sao Paulo,SC
31670,-24.922139,-48.9139,Sao Paulo,PR
83275,-23.306686,-41.947152,Rio de Janeiro,RJ
19962,-1.351409,-42.888696,Belo Horizonte,MA
21515,-22.385932,-46.399347,Curitiba,SP
72632,-27.45884,-50.089963,Sao Paulo,SC
23502,-1.648811,-58.614878,Belo Horizonte,AM
88413,-23.966737,-51.157313,Sao Paulo,PR
93321,-16.799417,-48.225349,Rio de Janeiro,DF
56139,-30.993878,-50.056053,Sao Paulo,RS
85730,-26.927489,-48.925385,Belo Horizonte,PR
77636,-15.927429,-48.302194,Sao Paulo,GO
76995,-2.668741,-60.140771,Rio de Janeiro,AM
78671,-31.228582,-52.186664,Sao Paulo,RS
96728,-5.418256,-38.78015,Belo Horizonte,CE
63256,-24.832995,-44.158609,Sao Paulo,RJ
65524,-29.0991,-50.962729,Belo Horizonte,RS
36433,-19.322178,-41.213231,Sao Paulo,ES
39732,-7.343763,-33.845363,Sao Paulo,PE
72957,-15.153949,-48.113174,Rio de Janeiro,DF
62448,-9.292159,-33.615711,Rio de Janeiro,PE
12552,-24.405747,-48.258452,Belo Horizonte,PR
98262,-2.110493,-37.018377,Curitiba,CE
57855,-8.900035,-36.707966,Rio de Janeiro,PE
29319,-14.969752,-49.816491,Sao Paulo,GO
92709,-1.203354,-59.047461,Rio de Janeiro,AM
23395,-2.081169,-48.153714,Sao Paulo,PA
36463,-1.395307,-61.546967,Curitiba,AM
97160,-12.107228,-39.298682,Belo Horizonte,BA
70560,-14.576422,-39.001442,Curitiba,BA
78815,-16.742905,-49.707993,Sao Paulo,DF
35069,-1.209178,-60.833625,Rio de Janeiro,AM
10404,-16.941722,-48.194041,Curitiba,GO
72488,-25.349991,-46.448324,Belo Horizonte,SP
56167,-6.884965,-33.499302,Sao Paulo,PE
67444,-14.958526,-48.362392,Rio de Janeiro,DF
19850,-16.442768,-50.526621,Belo Horizonte,GO
77850,-2.663028,-61.586237,Curitiba,AM
91842,-6.56969,-33.053506,Sao Paulo,PE
32661,-24.4007,-47.796757,Rio de Janeiro,SP
32986,-2.352032,-42.543784,Sao Paulo,MA
45316,-20.662041,-41.934768,Belo Horizonte,ES
51728,-11.226251,-39.662247,Curitiba,BA
77529,-19.839134,-38.776511,Belo Horizonte,ES
29523,-16.37575,-50.852273,Rio de Janeiro,GO
30952,-29.551341,-53.126781,Sao Paulo,RS
49036,-18.250763,-48.388823,Belo Horizonte,GO
41028,-11.72986,-38.107422,Sao Paulo,BA
21274,-27.557685,-50.496171,Belo Horizonte,SC
92728,-24.362264,-48.16377,Sao Paulo,PR
13368,-19.308444,-40.06998,Belo Horizonte,ES
93777,-0.976743,-43.056928,Rio de Janeiro,MA
84975,-21.125835,-45.475535,Curitiba,MG
28515,-31.958747,-52.375567,Rio de Janeiro,RS
