order_id,payment_sequential,payment_type,payment_installments,payment_value
ORD_006937,1,credit_card,3,270.99
ORD_006938,1,credit_card,2,102.51
ORD_006939,1,credit_card,6,111.43
ORD_006940,1,boleto,2,812.11
ORD_006941,1,debit_card,6,183.13
ORD_006942,1,voucher,2,70.51
ORD_006943,1,credit_card,12,131.57
ORD_006944,1,boleto,6,137.23
ORD_006945,1,debit_card,1,384.34
ORD_006946,1,credit_card,3,111.73
ORD_006947,1,debit_card,2,133.27
ORD_006948,1,voucher,1,95.19
ORD_006949,1,boleto,6,687.43
ORD_006950,1,voucher,2,128.41
ORD_006951,1,voucher,1,45.44
ORD_006952,1,credit_card,1,133.84
ORD_006953,1,boleto,1,50.91
ORD_006954,1,boleto,3,99.67
ORD_006955,1,debit_card,3,134.32
ORD_006956,1,debit_card,1,167.97
ORD_006957,1,debit_card,1,289.64
ORD_006958,1,credit_card,1,256.88
ORD_006959,1,voucher,12,207.95
ORD_006960,1,voucher,1,217.0
ORD_006961,1,credit_card,2,347.46
ORD_006962,1,voucher,1,165.38
ORD_006963,1,boleto,3,370.49
ORD_006964,1,boleto,3,109.53
ORD_006965,1,boleto,1,304.16
ORD_006966,1,voucher,1,37.64
ORD_006967,1,boleto,1,234.18
ORD_006968,1,boleto,1,81.12
ORD_006969,1,credit_card,2,135.52
ORD_006970,1,boleto,12,341.06
ORD_006971,1,credit_card,12,471.38
ORD_006972,1,credit_card,1,61.9
ORD_006973,1,boleto,3,150.76
ORD_006974,1,credit_card,1,140.59
ORD_006975,1,debit_card,1,349.94
ORD_006976,1,boleto,3,277.18
ORD_006977,1,debit_card,1,61.92
ORD_006978,1,credit_card,1,340.73
ORD_006979,1,debit_card,1,56.65
ORD_006980,1,boleto,1,55.33
ORD_006981,1,boleto,1,107.81
ORD_006982,1,voucher,6,115.48
ORD_006983,1,voucher,1,82.64
ORD_006984,1,boleto,12,184.9
ORD_006985,1,boleto,12,571.95
ORD_006986,1,credit_card,6,69.58
ORD_006987,1,voucher,12,91.96
ORD_006988,1,boleto,1,47.75
ORD_006989,1,boleto,3,21.59
ORD_006990,1,credit_card,1,56.86
ORD_006991,1,debit_card,2,117.21
ORD_006992,1,credit_card,2,232.82
ORD_006993,1,boleto,1,163.7
ORD_006994,1,credit_card,1,105.85
ORD_006995,1,credit_card,1,145.66
ORD_006996,1,voucher,2,321.36
ORD_006997,1,boleto,2,109.78
ORD_006998,1,credit_card,3,144.48
ORD_006999,1,voucher,1,232.55
ORD_007000,1,credit_card,6,133.18
ORD_007001,1,voucher,2,90.29
ORD_007002,1,boleto,1,92.78
ORD_007003,1,credit_card,2,196.86
ORD_007004,1,voucher,1,244.81
ORD_007005,1,voucher,6,104.58
ORD_007006,1,boleto,6,375.72
ORD_007007,1,boleto,1,128.3
ORD_007008,1,voucher,6,338.87
ORD_007009,1,debit_card,3,53.77
ORD_007010,1,debit_card,1,262.23
ORD_007011,1,voucher,12,117.29
ORD_007012,1,voucher,1,74.06
ORD_007013,1,boleto,6,258.75
ORD_007014,1,credit_card,3,143.4
ORD_007015,1,voucher,6,284.54
ORD_007016,1,voucher,1,51.0
ORD_007017,1,debit_card,1,369.56
ORD_007018,1,debit_card,3,137.49
ORD_007019,1,credit_card,1,41.72
ORD_007020,1,debit_card,6,824.86
ORD_007021,1,boleto,1,154.13
ORD_007022,1,voucher,3,112.33
ORD_007023,1,credit_card,1,35.85
ORD_007024,1,debit_card,2,186.73
ORD_007025,1,credit_card,3,104.3
ORD_007026,1,voucher,2,200.27
ORD_007027,1,credit_card,12,259.56
ORD_007028,1,debit_card,12,704.47
ORD_007029,1,boleto,12,76.07
ORD_007030,1,voucher,3,98.38
ORD_007031,1,boleto,1,127.69
ORD_007032,1,voucher,12,118.28
ORD_007033,1,debit_card,3,134.2
ORD_007034,1,boleto,1,336.8
ORD_007035,1,debit_card,3,302.05
ORD_007036,1,boleto,1,140.66
ORD_007037,1,boleto,12,83.53
ORD_007038,1,debit_card,3,110.54
ORD_007039,1,voucher,3,149.25
ORD_007040,1,voucher,1,123.16
ORD_007041,1,voucher,6,376.09
ORD_007042,1,boleto,12,504.45
ORD_007043,1,debit_card,3,89.07
ORD_007044,1,voucher,6,73.54
ORD_007045,1,credit_card,1,63.0
ORD_007046,1,voucher,2,220.8
ORD_007047,1,voucher,1,326.91
ORD_007048,1,boleto,6,117.02
ORD_007049,1,voucher,2,142.73
ORD_007050,1,credit_card,12,238.83
ORD_007051,1,boleto,12,127.35
ORD_007052,1,boleto,2,70.14
ORD_007053,1,voucher,1,192.79
ORD_007054,1,debit_card,1,103.17
ORD_007055,1,voucher,12,105.11
ORD_007056,1,boleto,2,91.18
ORD_007057,1,voucher,1,111.98
ORD_007058,1,debit_card,1,288.5
ORD_007059,1,voucher,12,343.7
ORD_007060,1,boleto,3,193.42
ORD_007061,1,boleto,2,116.54
ORD_007062,1,credit_card,1,125.37
ORD_007063,1,credit_card,3,272.57
ORD_007064,1,boleto,12,51.9
ORD_007065,1,voucher,1,88.46
ORD_007066,1,voucher,6,135.02
ORD_007067,1,boleto,6,458.82
ORD_007068,1,voucher,6,693.25
ORD_007069,1,boleto,1,333.94
ORD_007070,1,voucher,3,142.36
ORD_007071,1,debit_card,1,191.37
ORD_007072,1,voucher,1,117.39
ORD_007073,1,debit_card,1,137.46
ORD_007074,1,credit_card,6,133.87
ORD_007075,1,debit_card,3,83.16
ORD_007076,1,voucher,2,200.64
ORD_007077,1,voucher,2,431.83
ORD_007078,1,credit_card,2,389.69
ORD_007079,1,credit_card,2,108.35
ORD_007080,1,credit_card,2,246.9
ORD_007081,1,boleto,2,99.56
ORD_007082,1,debit_card,2,106.49
ORD_007083,1,debit_card,1,135.53
ORD_007084,1,boleto,2,47.05
ORD_007085,1,credit_card,12,455.41
ORD_007086,1,debit_card,1,72.9
ORD_007087,1,voucher,1,77.91
ORD_007088,1,credit_card,6,99.81
ORD_007089,1,boleto,3,1045.22
ORD_007090,1,boleto,12,668.79
ORD_007091,1,boleto,6,79.88
ORD_007092,1,credit_card,6,187.12
ORD_007093,1,credit_card,1,189.37
ORD_007094,1,debit_card,6,469.95
ORD_007095,1,boleto,1,156.37
ORD_007096,1,voucher,1,535.82
ORD_007097,1,debit_card,1,29.57
ORD_007098,1,voucher,6,886.58
ORD_007099,1,debit_card,6,121.2
ORD_007100,1,voucher,2,144.74
ORD_007101,1,debit_card,3,171.12
ORD_007102,1,credit_card,3,92.4
ORD_007103,1,credit_card,3,127.61
ORD_007104,1,debit_card,2,88.24
ORD_007105,1,boleto,6,232.06
ORD_007106,1,debit_card,1,196.94
ORD_007107,1,boleto,1,575.99
ORD_007108,1,voucher,1,249.35
ORD_007109,1,boleto,1,216.42
ORD_007110,1,voucher,12,108.66
ORD_007111,1,voucher,1,89.57
ORD_007112,1,credit_card,3,127.75
ORD_007113,1,boleto,3,127.84
ORD_007114,1,boleto,6,104.81
ORD_007115,1,credit_card,3,120.8
ORD_007116,1,boleto,1,345.17
ORD_007117,1,boleto,1,151.23
ORD_007118,1,credit_card,12,104.83
ORD_007119,1,voucher,1,159.54
ORD_007120,1,voucher,1,385.6
ORD_007121,1,voucher,12,111.54
ORD_007122,1,voucher,12,86.75
ORD_007123,1,credit_card,1,228.43
ORD_007124,1,credit_card,2,101.5
ORD_007125,1,boleto,1,466.47
ORD_007126,1,voucher,2,255.1
ORD_007127,1,credit_card,1,54.91
ORD_007128,1,debit_card,3,144.64
ORD_007129,1,credit_card,1,301.76
ORD_007130,1,voucher,1,91.98
ORD_007131,1,debit_card,6,139.95
ORD_007132,1,boleto,2,134.5
ORD_007133,1,voucher,12,516.22
ORD_007134,1,credit_card,1,646.08
ORD_007135,1,debit_card,12,161.05
ORD_007136,1,credit_card,6,175.15
ORD_007137,1,credit_card,6,76.08
ORD_007138,1,debit_card,2,283.85
ORD_007139,1,debit_card,2,64.85
ORD_007140,1,boleto,1,157.66
ORD_007141,1,boleto,12,221.9
ORD_007142,1,voucher,1,171.76
ORD_007143,1,boleto,2,164.77
ORD_007144,1,credit_card,2,66.0
ORD_007145,1,credit_card,1,70.19
ORD_007146,1,voucher,1,164.05
ORD_007147,1,voucher,1,89.88
ORD_007148,1,boleto,6,166.6
ORD_007149,1,voucher,1,116.21
ORD_007150,1,voucher,3,134.12
ORD_007151,1,boleto,12,169.39
ORD_007152,1,voucher,3,42.85
ORD_007153,1,debit_card,2,103.96
ORD_007154,1,credit_card,2,147.18
ORD_007155,1,boleto,1,94.06
ORD_007156,1,voucher,2,557.54
ORD_007157,1,credit_card,1,242.33
ORD_007158,1,debit_card,1,163.52
ORD_007159,1,voucher,1,164.84
ORD_007160,1,voucher,6,146.97
ORD_007161,1,debit_card,2,361.97
ORD_007162,1,credit_card,1,186.47
ORD_007163,1,voucher,3,74.78
ORD_007164,1,boleto,3,182.36
ORD_007165,1,voucher,1,175.92
ORD_007166,1,voucher,1,102.72
ORD_007167,1,debit_card,6,78.43
ORD_007168,1,boleto,2,772.91
ORD_007169,1,debit_card,6,130.94
ORD_007170,1,credit_card,1,90.21
ORD_007171,1,credit_card,2,86.61
ORD_007172,1,boleto,1,214.32
ORD_007173,1,voucher,1,171.73
ORD_007174,1,voucher,3,216.26
ORD_007175,1,credit_card,1,356.21
ORD_007176,1,credit_card,2,178.58
ORD_007177,1,debit_card,1,70.89
ORD_007178,1,credit_card,6,103.53
ORD_007179,1,credit_card,6,54.37
ORD_007180,1,credit_card,1,156.02
ORD_007181,1,voucher,1,177.69
ORD_007182,1,voucher,1,82.08
ORD_007183,1,boleto,1,318.9
ORD_007184,1,debit_card,2,55.49
ORD_007185,1,debit_card,3,90.03
ORD_007186,1,debit_card,12,190.57
ORD_007187,1,voucher,1,129.66
ORD_007188,1,voucher,6,38.29
ORD_007189,1,debit_card,1,95.42
ORD_007190,1,credit_card,2,120.27
ORD_007191,1,debit_card,2,278.69
ORD_007192,1,debit_card,2,117.69
ORD_007193,1,debit_card,1,140.36
ORD_007194,1,debit_card,1,133.01
ORD_007195,1,voucher,6,16.91
ORD_007196,1,boleto,2,91.53
ORD_007197,1,debit_card,1,443.92
ORD_007198,1,boleto,3,249.17
ORD_007199,1,boleto,6,47.75
ORD_007200,1,debit_card,3,94.58
ORD_007201,1,credit_card,2,575.82
ORD_007202,1,credit_card,1,25.29
ORD_007203,1,credit_card,1,86.19
ORD_007204,1,voucher,1,70.99
ORD_007205,1,debit_card,1,173.76
ORD_007206,1,voucher,1,425.26
ORD_007207,1,debit_card,12,239.98
ORD_007208,1,voucher,1,195.1
ORD_007209,1,credit_card,12,305.4
ORD_007210,1,debit_card,1,156.6
ORD_007211,1,voucher,2,322.07
ORD_007212,1,boleto,1,84.61
ORD_007213,1,boleto,3,148.31
ORD_007214,1,credit_card,6,519.6
ORD_007215,1,boleto,1,86.67
ORD_007216,1,debit_card,12,214.72
ORD_007217,1,boleto,1,117.27
ORD_007218,1,voucher,2,269.32
ORD_007219,1,credit_card,12,120.31
ORD_007220,1,debit_card,6,123.71
ORD_007221,1,boleto,1,27.04
ORD_007222,1,voucher,3,75.41
ORD_007223,1,boleto,6,86.5
ORD_007224,1,voucher,3,96.14
ORD_007225,1,voucher,1,299.54
ORD_007226,1,credit_card,1,47.64
ORD_007227,1,voucher,1,105.19
ORD_007228,1,voucher,3,483.33
ORD_007229,1,voucher,2,23.28
ORD_007230,1,credit_card,12,162.66
ORD_007231,1,credit_card,1,210.95
ORD_007232,1,boleto,6,454.02
ORD_007233,1,credit_card,1,559.09
ORD_007234,1,credit_card,1,117.87
ORD_007235,1,boleto,2,406.08
ORD_007236,1,credit_card,1,295.83
ORD_007237,1,credit_card,6,484.42
ORD_007238,1,credit_card,3,63.87
ORD_007239,1,debit_card,6,380.38
ORD_007240,1,credit_card,2,356.57
ORD_007241,1,credit_card,2,112.31
ORD_007242,1,credit_card,1,62.22
ORD_007243,1,voucher,6,61.97
ORD_007244,1,voucher,2,86.39
ORD_007245,1,debit_card,1,95.95
ORD_007246,1,boleto,1,188.09
ORD_007247,1,voucher,1,100.08
ORD_007248,1,voucher,6,135.48
ORD_007249,1,credit_card,12,29.2
ORD_007250,1,credit_card,6,184.36
ORD_007251,1,boleto,6,874.23
ORD_007252,1,boleto,1,325.5
ORD_007253,1,credit_card,2,95.76
ORD_007254,1,credit_card,6,151.91
ORD_007255,1,debit_card,2,103.96
ORD_007256,1,voucher,6,559.81
ORD_007257,1,boleto,3,354.55
ORD_007258,1,debit_card,2,89.85
ORD_007259,1,credit_card,1,108.55
ORD_007260,1,debit_card,1,152.11
ORD_007261,1,debit_card,12,343.96
ORD_007262,1,debit_card,6,86.31
ORD_007263,1,debit_card,1,348.21
ORD_007264,1,debit_card,1,174.8
ORD_007265,1,boleto,1,107.46
ORD_007266,1,credit_card,1,93.32
ORD_007267,1,debit_card,1,204.3
ORD_007268,1,debit_card,12,128.31
ORD_007269,1,boleto,3,129.2
ORD_007270,1,boleto,2,208.9
ORD_007271,1,debit_card,2,96.9
ORD_007272,1,boleto,3,477.73
ORD_007273,1,debit_card,3,47.17
ORD_007274,1,boleto,1,133.77
ORD_007275,1,boleto,1,43.81
ORD_007276,1,voucher,12,71.86
ORD_007277,1,boleto,12,265.57
ORD_007278,1,voucher,1,276.79
ORD_007279,1,voucher,1,605.39
ORD_007280,1,debit_card,12,222.11
ORD_007281,1,debit_card,1,134.66
ORD_007282,1,voucher,12,143.82
ORD_007283,1,credit_card,3,177.25
ORD_007284,1,debit_card,3,601.69
ORD_007285,1,boleto,6,130.26
ORD_007286,1,boleto,12,263.53
ORD_007287,1,debit_card,1,217.21
ORD_007288,1,credit_card,6,111.31
ORD_007289,1,voucher,2,291.67
ORD_007290,1,debit_card,3,71.32
ORD_007291,1,debit_card,6,202.67
ORD_007292,1,voucher,1,27.51
ORD_007293,1,debit_card,1,78.48
ORD_007294,1,voucher,1,274.54
ORD_007295,1,boleto,1,251.03
ORD_007296,1,debit_card,1,42.27
ORD_007297,1,voucher,1,56.37
ORD_007298,1,credit_card,6,98.81
ORD_007299,1,voucher,1,516.55
ORD_007300,1,credit_card,6,57.36
ORD_007301,1,voucher,1,287.98
ORD_007302,1,voucher,1,105.21
ORD_007303,1,credit_card,1,102.29
ORD_007304,1,voucher,1,515.4
ORD_007305,1,boleto,12,54.51
ORD_007306,1,voucher,6,105.21
ORD_007307,1,debit_card,1,268.18
ORD_007308,1,boleto,12,291.1
ORD_007309,1,voucher,1,214.6
ORD_007310,1,debit_card,2,244.37
ORD_007311,1,credit_card,1,120.16
ORD_007312,1,voucher,3,317.6
ORD_007313,1,debit_card,1,514.35
ORD_007314,1,boleto,3,146.26
ORD_007315,1,voucher,2,69.55
ORD_007316,1,credit_card,3,299.05
ORD_007317,1,boleto,1,236.02
ORD_007318,1,boleto,12,79.42
ORD_007319,1,debit_card,2,84.31
ORD_007320,1,debit_card,3,142.37
ORD_007321,1,voucher,2,132.16
ORD_007322,1,credit_card,6,192.34
ORD_007323,1,boleto,1,182.13
ORD_007324,1,voucher,3,62.45
ORD_007325,1,credit_card,3,89.22
ORD_007326,1,voucher,3,248.62
ORD_007327,1,credit_card,3,103.23
ORD_007328,1,voucher,1,345.57
ORD_007329,1,voucher,3,126.11
ORD_007330,1,credit_card,6,407.87
ORD_007331,1,boleto,2,438.47
ORD_007332,1,boleto,12,141.56
ORD_007333,1,boleto,1,115.0
ORD_007334,1,credit_card,2,180.11
ORD_007335,1,credit_card,1,129.17
ORD_007336,1,credit_card,1,55.36
ORD_007337,1,credit_card,1,222.6
ORD_007338,1,voucher,1,91.73
ORD_007339,1,voucher,1,131.62
ORD_007340,1,credit_card,3,483.05
ORD_007341,1,credit_card,1,47.64
ORD_007342,1,debit_card,6,320.34
ORD_007343,1,boleto,3,64.15
ORD_007344,1,voucher,3,70.05
ORD_007345,1,debit_card,2,275.74
ORD_007346,1,debit_card,12,380.04
ORD_007347,1,credit_card,1,182.15
ORD_007348,1,voucher,1,89.58
ORD_007349,1,boleto,3,459.61
ORD_007350,1,credit_card,2,103.5
ORD_007351,1,credit_card,12,165.49
ORD_007352,1,voucher,1,113.15
ORD_007353,1,debit_card,3,119.91
ORD_007354,1,credit_card,6,346.24
ORD_007355,1,credit_card,1,92.14
ORD_007356,1,credit_card,6,98.05
ORD_007357,1,voucher,2,198.22
ORD_007358,1,debit_card,12,263.67
ORD_007359,1,boleto,2,178.07
ORD_007360,1,boleto,1,134.99
ORD_007361,1,boleto,3,298.2
ORD_007362,1,debit_card,1,219.88
ORD_007363,1,debit_card,1,202.2
ORD_007364,1,boleto,3,103.08
ORD_007365,1,credit_card,6,36.94
ORD_007366,1,credit_card,12,91.7
ORD_007367,1,boleto,1,623.35
ORD_007368,1,voucher,2,61.56
ORD_007369,1,boleto,1,183.79
ORD_007370,1,voucher,12,59.57
ORD_007371,1,voucher,6,211.03
ORD_007372,1,debit_card,2,95.47
ORD_007373,1,voucher,12,54.17
ORD_007374,1,debit_card,6,158.25
ORD_007375,1,voucher,1,709.76
ORD_007376,1,boleto,6,400.87
ORD_007377,1,boleto,1,359.4
ORD_007378,1,debit_card,1,108.26
ORD_007379,1,voucher,1,180.48
ORD_007380,1,boleto,1,100.07
ORD_007381,1,debit_card,3,66.85
ORD_007382,1,debit_card,12,347.71
ORD_007383,1,voucher,1,101.95
ORD_007384,1,credit_card,3,207.71
ORD_007385,1,boleto,1,238.93
ORD_007386,1,debit_card,1,144.73
ORD_007387,1,boleto,12,320.89
ORD_007388,1,voucher,1,74.77
ORD_007389,1,voucher,1,108.42
ORD_007390,1,boleto,1,95.5
ORD_007391,1,boleto,12,59.19
ORD_007392,1,boleto,1,89.71
ORD_007393,1,voucher,1,247.7
ORD_007394,1,debit_card,1,119.83
ORD_007395,1,credit_card,2,140.13
ORD_007396,1,credit_card,6,111.97
ORD_007397,1,credit_card,1,111.42
ORD_007398,1,boleto,2,205.4
ORD_007399,1,debit_card,1,298.44
ORD_007400,1,voucher,2,546.45
ORD_007401,1,credit_card,1,284.79
ORD_007402,1,voucher,2,87.69
ORD_007403,1,debit_card,1,59.99
ORD_007404,1,boleto,12,333.02
ORD_007405,1,boleto,12,39.91
ORD_007406,1,boleto,3,426.95
ORD_007407,1,voucher,12,95.66
ORD_007408,1,debit_card,2,53.23
ORD_007409,1,credit_card,1,266.24
ORD_007410,1,debit_card,1,130.47
ORD_007411,1,debit_card,12,245.35
ORD_007412,1,debit_card,1,657.09
ORD_007413,1,debit_card,6,130.78
ORD_007414,1,voucher,2,394.04
ORD_007415,1,boleto,1,57.7
ORD_007416,1,voucher,1,109.84
ORD_007417,1,credit_card,6,91.26
ORD_007418,1,credit_card,6,75.26
ORD_007419,1,credit_card,6,111.11
ORD_007420,1,debit_card,3,64.57
ORD_007421,1,debit_card,1,226.13
ORD_007422,1,debit_card,1,404.14
ORD_007423,1,debit_card,6,53.35
ORD_007424,1,boleto,12,154.8
ORD_007425,1,boleto,6,100.29
ORD_007426,1,debit_card,3,78.83
ORD_007427,1,debit_card,6,203.64
ORD_007428,1,voucher,1,359.77
ORD_007429,1,boleto,3,55.21
ORD_007430,1,credit_card,6,257.53
ORD_007431,1,voucher,2,139.95
ORD_007432,1,credit_card,1,102.33
ORD_007433,1,credit_card,12,204.09
ORD_007434,1,voucher,6,896.48
ORD_007435,1,debit_card,1,514.11
ORD_007436,1,voucher,1,112.51
ORD_007437,1,debit_card,3,242.08
ORD_007438,1,voucher,3,132.38
ORD_007439,1,debit_card,2,110.97
ORD_007440,1,credit_card,12,196.76
ORD_007441,1,boleto,1,230.91
ORD_007442,1,credit_card,1,612.57
ORD_007443,1,boleto,1,61.73
ORD_007444,1,boleto,3,46.13
ORD_007445,1,debit_card,12,408.65
ORD_007446,1,voucher,3,117.73
ORD_007447,1,boleto,1,143.14
ORD_007448,1,debit_card,3,94.95
ORD_007449,1,voucher,1,96.38
ORD_007450,1,credit_card,1,126.7
ORD_007451,1,debit_card,3,121.83
ORD_007452,1,voucher,2,306.83
ORD_007453,1,debit_card,12,107.67
ORD_007454,1,boleto,6,679.19
ORD_007455,1,debit_card,2,274.47
ORD_007456,1,boleto,2,404.63
ORD_007457,1,debit_card,1,219.08
ORD_007458,1,boleto,1,112.46
ORD_007459,1,debit_card,3,547.44
ORD_007460,1,voucher,6,287.24
ORD_007461,1,credit_card,1,575.39
ORD_007462,1,boleto,12,87.0
ORD_007463,1,voucher,1,106.74
ORD_007464,1,debit_card,3,103.38
ORD_007465,1,boleto,6,508.5
ORD_007466,1,voucher,6,56.9
ORD_007467,1,voucher,1,88.18
ORD_007468,1,debit_card,2,162.69
ORD_007469,1,boleto,3,97.38
ORD_007470,1,voucher,12,33.82
ORD_007471,1,debit_card,12,201.73
ORD_007472,1,voucher,3,167.41
ORD_007473,1,credit_card,1,275.37
ORD_007474,1,voucher,3,89.43
ORD_007475,1,credit_card,6,59.38
ORD_007476,1,credit_card,12,129.79
ORD_007477,1,boleto,2,167.1
ORD_007478,1,credit_card,2,318.35
ORD_007479,1,debit_card,12,86.86
ORD_007480,1,credit_card,6,77.62
ORD_007481,1,boleto,1,285.05
ORD_007482,1,voucher,12,126.9
ORD_007483,1,voucher,1,240.43
ORD_007484,1,boleto,6,204.96
ORD_007485,1,credit_card,1,108.66
ORD_007486,1,voucher,1,109.49
ORD_007487,1,boleto,6,236.8
ORD_007488,1,boleto,1,136.77
ORD_007489,1,credit_card,2,303.52
ORD_007490,1,voucher,1,74.14
ORD_007491,1,debit_card,1,294.87
ORD_007492,1,voucher,2,103.46
ORD_007493,1,voucher,12,94.52
ORD_007494,1,voucher,12,90.13
ORD_007495,1,voucher,1,200.14
ORD_007496,1,voucher,6,75.67
ORD_007497,1,debit_card,3,272.61
ORD_007498,1,boleto,1,207.82
ORD_007499,1,debit_card,1,32.92
ORD_007500,1,boleto,2,120.52
ORD_007501,1,voucher,6,357.02
ORD_007502,1,credit_card,1,302.94
ORD_007503,1,debit_card,1,173.57
ORD_007504,1,voucher,1,93.94
ORD_007505,1,credit_card,1,182.1
ORD_007506,1,voucher,1,220.98
ORD_007507,1,credit_card,6,38.17
ORD_007508,1,credit_card,2,141.87
ORD_007509,1,voucher,3,82.18
ORD_007510,1,credit_card,12,299.21
ORD_007511,1,debit_card,1,112.67
ORD_007512,1,boleto,6,210.74
ORD_007513,1,boleto,1,668.98
ORD_007514,1,voucher,1,174.69
ORD_007515,1,debit_card,3,106.58
ORD_007516,1,debit_card,3,119.7
ORD_007517,1,voucher,3,93.74
ORD_007518,1,credit_card,1,90.28
ORD_007519,1,voucher,1,73.74
ORD_007520,1,credit_card,1,169.73
ORD_007521,1,credit_card,1,171.36
ORD_007522,1,credit_card,2,155.08
ORD_007523,1,debit_card,12,115.53
ORD_007524,1,debit_card,12,268.76
ORD_007525,1,boleto,1,305.36
ORD_007526,1,debit_card,1,34.15
ORD_007527,1,boleto,2,88.29
ORD_007528,1,boleto,2,201.93
ORD_007529,1,boleto,2,341.5
ORD_007530,1,boleto,12,403.3
ORD_007531,1,debit_card,3,272.65
ORD_007532,1,boleto,1,68.95
ORD_007533,1,debit_card,12,170.48
ORD_007534,1,boleto,2,80.47
ORD_007535,1,voucher,2,276.03
ORD_007536,1,boleto,12,240.89
ORD_007537,1,boleto,1,207.97
ORD_007538,1,voucher,1,291.42
ORD_007539,1,voucher,1,433.74
ORD_007540,1,credit_card,1,119.42
ORD_007541,1,credit_card,2,83.06
ORD_007542,1,credit_card,2,279.0
ORD_007543,1,boleto,3,194.54
ORD_007544,1,voucher,2,94.05
ORD_007545,1,boleto,3,298.78
ORD_007546,1,boleto,1,66.27
ORD_007547,1,voucher,3,170.03
ORD_007548,1,boleto,12,169.27
ORD_007549,1,boleto,1,578.18
ORD_007550,1,boleto,1,500.21
ORD_007551,1,boleto,3,293.39
ORD_007552,1,debit_card,1,78.63
ORD_007553,1,debit_card,1,162.47
ORD_007554,1,debit_card,12,309.41
ORD_007555,1,credit_card,3,141.4
ORD_007556,1,debit_card,12,75.07
ORD_007557,1,credit_card,12,90.17
ORD_007558,1,voucher,1,247.61
ORD_007559,1,debit_card,6,601.6
ORD_007560,1,debit_card,1,574.35
ORD_007561,1,debit_card,6,196.42
ORD_007562,1,boleto,6,74.8
ORD_007563,1,voucher,12,143.12
ORD_007564,1,voucher,12,56.48
ORD_007565,1,voucher,3,299.31
ORD_007566,1,voucher,3,250.54
ORD_007567,1,boleto,6,233.22
ORD_007568,1,credit_card,6,41.58
ORD_007569,1,credit_card,2,282.6
ORD_007570,1,credit_card,1,162.46
ORD_007571,1,voucher,6,95.72
ORD_007572,1,debit_card,3,157.83
ORD_007573,1,credit_card,3,94.6
ORD_007574,1,voucher,2,46.09
ORD_007575,1,debit_card,12,428.91
ORD_007576,1,boleto,6,138.97
ORD_007577,1,credit_card,1,184.92
ORD_007578,1,debit_card,1,112.52
ORD_007579,1,voucher,2,17.0
ORD_007580,1,credit_card,3,157.43
ORD_007581,1,credit_card,1,241.11
ORD_007582,1,voucher,2,139.07
ORD_007583,1,voucher,1,90.62
ORD_007584,1,boleto,1,123.24
ORD_007585,1,credit_card,3,139.44
ORD_007586,1,credit_card,1,196.56
ORD_007587,1,credit_card,12,237.5
ORD_007588,1,boleto,12,74.35
ORD_007589,1,voucher,3,170.19
ORD_007590,1,boleto,1,442.86
ORD_007591,1,credit_card,1,292.78
ORD_007592,1,voucher,3,231.04
ORD_007593,1,debit_card,1,133.97
ORD_007594,1,debit_card,6,240.52
ORD_007595,1,boleto,1,364.15
ORD_007596,1,credit_card,1,91.68
ORD_007597,1,boleto,1,29.69
ORD_007598,1,boleto,12,511.32
ORD_007599,1,credit_card,6,213.38
ORD_007600,1,debit_card,1,204.9
ORD_007601,1,boleto,2,86.58
ORD_007602,1,voucher,3,94.14
ORD_007603,1,voucher,3,271.5
ORD_007604,1,debit_card,2,53.49
ORD_007605,1,debit_card,1,450.23
ORD_007606,1,boleto,1,401.48
ORD_007607,1,boleto,3,180.67
ORD_007608,1,boleto,6,60.04
ORD_007609,1,voucher,2,104.54
ORD_007610,1,credit_card,12,113.53
ORD_007611,1,credit_card,12,118.12
ORD_007612,1,boleto,6,462.71
ORD_007613,1,boleto,1,68.68
ORD_007614,1,debit_card,6,302.35
ORD_007615,1,boleto,2,377.89
ORD_007616,1,boleto,1,260.21
ORD_007617,1,boleto,6,103.68
ORD_007618,1,credit_card,2,83.92
ORD_007619,1,debit_card,1,108.8
ORD_007620,1,boleto,2,254.33
ORD_007621,1,voucher,1,110.65
ORD_007622,1,credit_card,1,215.76
ORD_007623,1,voucher,1,299.16
ORD_007624,1,credit_card,2,339.98
ORD_007625,1,debit_card,2,74.84
ORD_007626,1,voucher,3,233.58
ORD_007627,1,debit_card,1,508.9
ORD_007628,1,boleto,2,126.45
ORD_007629,1,credit_card,2,125.43
ORD_007630,1,credit_card,1,108.69
ORD_007631,1,boleto,3,137.93
ORD_007632,1,credit_card,3,87.81
ORD_007633,1,boleto,2,261.89
ORD_007634,1,credit_card,6,76.23
ORD_007635,1,boleto,1,186.09
ORD_007636,1,boleto,1,29.67
ORD_007637,1,boleto,3,205.21
ORD_007638,1,voucher,12,138.68
ORD_007639,1,boleto,6,39.17
ORD_007640,1,debit_card,1,549.77
ORD_007641,1,voucher,1,235.31
ORD_007642,1,boleto,2,505.23
ORD_007643,1,debit_card,2,655.03
ORD_007644,1,voucher,1,132.07
ORD_007645,1,voucher,1,86.63
ORD_007646,1,voucher,1,45.59
ORD_007647,1,credit_card,2,448.39
ORD_007648,1,voucher,1,317.48
ORD_007649,1,credit_card,1,121.23
ORD_007650,1,debit_card,2,222.43
ORD_007651,1,boleto,12,131.78
ORD_007652,1,boleto,1,355.32
ORD_007653,1,debit_card,6,163.38
